Zip	City	State	Abbr.	County	Long	Lat	
71950	Kirby	Arkansas	AR	Pike	-93.741	34.2513	
43330	Kirby	Ohio	OH	Wyandot	-83.4196	40.813	
26729	Kirby	West Virginia	WV		-78.736	39.1975	
82430	Kirby	Wyoming	WY	Hot Springs	-108.18	43.8042	
65679	Kirbyville	Missouri	MO	Taney	-93.1263	36.5792	
75956	Kirbyville	Texas	TX	Jasper	-93.8984	30.6583	
80824	Kirk	Colorado	CO	Yuma	-102.478	39.6171	
43033	Kirkersville	Ohio	OH	Licking	-82.5998	39.961	
86332	Kirkland	Arizona	AZ	Yavapai	-112.897	34.4541	
60146	Kirkland	Illinois	IL	DeKalb	-88.8685	42.1014	
79238	Kirkland	Texas	TX	Childress	-100.208	34.5297	
98083	Kirkland	Washington	WA	King	-121.803	47.4323	
98033	Kirkland	Washington	WA	King	-122.189	47.6786	
98034	Kirkland	Washington	WA	King	-122.197	47.7188	
46050	Kirklin	Indiana	IN	Clinton	-86.3324	40.2031	
51447	Kirkman	Iowa	IA	Shelby	-95.2671	41.7308	
42054	Kirksey	Kentucky	KY	Calloway	-88.4238	36.6731	
63501	Kirksville	Missouri	MO	Adair	-92.5856	40.1908	
52566	Kirkville	Iowa	IA	Wapello	-92.5006	41.1438	
13082	Kirkville	New York	NY	Onondaga	-75.955	43.0981	
95646	Kirkwood	California	CA	Alpine	-120.074	38.6918	
19708	Kirkwood	Delaware	DE	New Castle	-75.6901	39.5776	
61447	Kirkwood	Illinois	IL	Warren	-90.7457	40.8638	
13795	Kirkwood	New York	NY	Broome	-75.7967	42.0695	
17536	Kirkwood	Pennsylvania	PA	Lancaster	-76.0933	39.8257	
51448	Kiron	Iowa	IA	Crawford	-95.3115	42.1794	
87417	Kirtland	New Mexico	NM	San Juan	-108.351	36.741	
87117	Kirtland Afb	New Mexico	NM	Bernalillo	-106.55	35.0203	
75848	Kirvin	Texas	TX	Freestone	-96.3218	31.8231	
67644	Kirwin	Kansas	KS	Phillips	-99.1204	39.6717	
67859	Kismet	Kansas	KS	Seward	-100.701	37.2042	
65680	Kissee Mills	Missouri	MO	Taney	-93.0377	36.6704	
34742	Kissimmee	Florida	FL	Osceola	-81.2593	27.9953	
34745	Kissimmee	Florida	FL	Osceola	-81.2593	27.9953	
34759	Kissimmee	Florida	FL	Polk	-81.499	28.0946	
34758	Kissimmee	Florida	FL	Osceola	-81.487	28.1984	
34746	Kissimmee	Florida	FL	Osceola	-81.4675	28.268	
34747	Kissimmee	Florida	FL	Osceola	-81.5898	28.3037	
34741	Kissimmee	Florida	FL	Osceola	-81.4242	28.3051	
34744	Kissimmee	Florida	FL	Osceola	-81.3681	28.3078	
34743	Kissimmee	Florida	FL	Osceola	-81.3544	28.3306	
25628	Kistler	West Virginia	WV	Logan	-81.9024	37.8332	
95644	Kit Carson	California	CA	Amador	-120.529	38.456	
80825	Kit Carson	Colorado	CO	Cheyenne	-102.82	38.804	
31049	Kite	Georgia	GA	Johnson	-82.5274	32.7078	
41828	Kite	Kentucky	KY	Knott	-82.7975	37.3136	
16201	Kittanning	Pennsylvania	PA	Armstrong	-79.5107	40.8155	
16215	Kittanning	Pennsylvania	PA	Armstrong	-79.4516	40.8478	
3904	Kittery	Maine	ME	York	-70.7429	43.0921	
3905	Kittery Point	Maine	ME	York	-70.7121	43.0976	
98934	Kittitas	Washington	WA	Kittitas	-120.416	46.9806	
80457	Kittredge	Colorado	CO	Jefferson	-105.278	39.6481	
27544	Kittrell	North Carolina	NC	Vance	-78.4241	36.2042	
45645	Kitts Hill	Ohio	OH	Lawrence	-82.5489	38.5649	
27949	Kitty Hawk	North Carolina	NC	Dare	-75.6966	36.0837	
21538	Kitzmiller	Maryland	MD	Garrett	-79.2222	39.4169	
99750	Kivalina	Alaska	AK	Northwest Arctic	-159.844	66.8684	
95548	Klamath	California	CA	Del Norte	-124.039	41.5804	
97603	Klamath Falls	Oregon	OR	Klamath	-121.724	42.1919	
97601	Klamath Falls	Oregon	OR	Klamath	-121.817	42.2933	
97602	Klamath Falls	Oregon	OR	Klamath	-121.585	42.805	
96050	Klamath River	California	CA	Siskiyou	-122.82	41.8637	
99925	Klawock	Alaska	AK	Prince of Wales-Outer	-133.055	55.5526	
17039	Kleinfeltersville	Pennsylvania	PA	Lebanon	-76.2584	40.3005	
50449	Klemme	Iowa	IA	Hancock	-93.5879	43.0136	
98628	Klickitat	Washington	WA	Klickitat	-121.044	45.8562	
29814	Kline	South Carolina	SC		-81.3426	33.1257	
17941	Klingerstown	Pennsylvania	PA	Schuylkill	-76.6507	40.6676	
75448	Klondike	Texas	TX	Delta	-95.8018	33.3034	
56053	Klossner	Minnesota	MN		-94.4254	44.3658	
54749	Knapp	Wisconsin	WI	Dunn	-92.0752	44.9545	
14749	Knapp Creek	New York	NY		-78.506	42.0069	
95549	Kneeland	California	CA	Humboldt	-123.883	40.6405	
76939	Knickerbocker	Texas	TX	Tom Green	-100.592	31.2501	
50552	Knierim	Iowa	IA	Calhoun	-94.4586	42.4236	
55609	Knife River	Minnesota	MN	Lake	-91.778	46.9539	
42753	Knifley	Kentucky	KY	Adair	-85.172	37.2313	
27545	Knightdale	North Carolina	NC	Wake	-78.4898	35.7789	
95645	Knights Landing	California	CA	Yolo	-121.733	38.8517	
94548	Knightsen	California	CA	Contra Costa	-121.665	37.9726	
46148	Knightstown	Indiana	IN	Henry	-85.5261	39.806	
47857	Knightsville	Indiana	IN	Clay	-87.0869	39.5269	
78870	Knippa	Texas	TX	Uvalde	-99.6372	29.2911	
42154	Knob Lick	Kentucky	KY	Metcalfe	-85.6985	37.0556	
63651	Knob Lick	Missouri	MO	St. Francois	-90.3677	37.6754	
65336	Knob Noster	Missouri	MO	Johnson	-93.5564	38.7469	
72435	Knobel	Arkansas	AR	Clay	-90.599	36.3176	
79748	Knott	Texas	TX	Howard	-101.652	32.4125	
27950	Knotts Island	North Carolina	NC	Currituck	-75.9702	36.5232	
73847	Knowles	Oklahoma	OK	Beaver	-100.218	36.8393	
14479	Knowlesville	New York	NY	Orleans	-78.3138	43.2363	
46534	Knox	Indiana	IN	Starke	-86.6082	41.2809	
12107	Knox	New York	NY	Albany	-74.1168	42.66	
58343	Knox	North Dakota	ND	Benson	-99.6713	48.3388	
16232	Knox	Pennsylvania	PA	Clarion	-79.5194	41.2245	
63446	Knox City	Missouri	MO	Knox	-92.0077	40.1384	
79529	Knox City	Texas	TX	Knox	-99.8137	33.4183	
15847	Knox Dale	Pennsylvania	PA	Jefferson	-78.9629	41.1411	
13362	Knoxboro	New York	NY	Oneida	-75.5186	42.9803	
35469	Knoxville	Alabama	AL	Greene	-87.7919	32.9824	
72845	Knoxville	Arkansas	AR	Johnson	-93.3618	35.3749	
31050	Knoxville	Georgia	GA	Crawford	-83.9158	32.7156	
61448	Knoxville	Illinois	IL	Knox	-90.2871	40.9107	
50138	Knoxville	Iowa	IA	Marion	-93.0954	41.3164	
50197	Knoxville	Iowa	IA	Marion	-93.0992	41.3345	
50198	Knoxville	Iowa	IA	Marion	-93.0992	41.3345	
21758	Knoxville	Maryland	MD	Frederick	-77.6513	39.3479	
16928	Knoxville	Pennsylvania	PA	Tioga	-77.4357	41.9596	
37922	Knoxville	Tennessee	TN	Knox	-84.1194	35.858	
37934	Knoxville	Tennessee	TN		-84.1746	35.8762	
37920	Knoxville	Tennessee	TN	Knox	-83.9387	35.8929	
37930	Knoxville	Tennessee	TN	Knox	-83.9536	35.9029	
37929	Knoxville	Tennessee	TN	Knox	-83.7955	35.9224	
37919	Knoxville	Tennessee	TN	Knox	-84.0015	35.9244	
37923	Knoxville	Tennessee	TN	Knox	-84.0761	35.9331	
37932	Knoxville	Tennessee	TN	Knox	-84.1481	35.9335	
37998	Knoxville	Tennessee	TN	Knox	-83.7503	35.9351	
37909	Knoxville	Tennessee	TN	Knox	-84.0235	35.946	
37916	Knoxville	Tennessee	TN	Knox	-83.9336	35.9556	
37902	Knoxville	Tennessee	TN	Knox	-83.9209	35.9625	
37955	Knoxville	Tennessee	TN		-83.9168	35.9626	
37915	Knoxville	Tennessee	TN	Knox	-83.901	35.9721	
37921	Knoxville	Tennessee	TN	Knox	-84.003	35.9793	
37927	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37928	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37933	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37939	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37940	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37950	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37990	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37995	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37996	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37997	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37999	Knoxville	Tennessee	TN	Knox	-83.9622	35.9901	
37914	Knoxville	Tennessee	TN	Knox	-83.8496	35.9918	
37931	Knoxville	Tennessee	TN	Knox	-84.1201	35.9924	
37917	Knoxville	Tennessee	TN	Knox	-83.9152	35.998	
37912	Knoxville	Tennessee	TN	Knox	-83.9773	36.0055	
37924	Knoxville	Tennessee	TN	Knox	-83.8021	36.032	
37901	Knoxville	Tennessee	TN	Knox	-83.8848	36.0323	
37918	Knoxville	Tennessee	TN	Knox	-83.9226	36.0501	
37938	Knoxville	Tennessee	TN	Knox	-83.946	36.1055	
99751	Kobuk	Alaska	AK	Northwest Arctic	-159.844	66.8684	
37764	Kodak	Tennessee	TN	Sevier	-83.6171	35.9722	
99615	Kodiak	Alaska	AK	Kodiak Island	-153.375	57.6036	
99619	Kodiak	Alaska	AK	Kodiak Island	-155.797	58.2687	
99697	Kodiak	Alaska	AK	Kodiak Island	-155.797	58.2687	
65048	Koeltztown	Missouri	MO	Osage	-92.0468	38.3615	
53044	Kohler	Wisconsin	WI	Sheboygan	-87.7867	43.7381	
46902	Kokomo	Indiana	IN	Howard	-86.1352	40.4509	
46903	Kokomo	Indiana	IN	Howard	-86.1189	40.4696	
46904	Kokomo	Indiana	IN	Howard	-86.1189	40.4696	
46901	Kokomo	Indiana	IN	Howard	-86.1453	40.4988	
39643	Kokomo	Mississippi	MS	Marion	-90.0194	31.244	
47439	Koleen	Indiana	IN	Greene	-86.9616	39.0371	
96756	Koloa	Hawaii	HI	Kauai	-159.475	21.9083	
41829	Kona	Kentucky	KY		-82.748	37.1663	
74849	Konawa	Oklahoma	OK	Seminole	-96.7343	34.9708	
99545	Kongiganak	Alaska	AK		-162.892	59.9599	
84744	Koosharem	Utah	UT	Sevier	-111.871	38.7221	
83539	Kooskia	Idaho	ID	Idaho	-115.946	46.116	
83840	Kootenai	Idaho	ID	Bonner	-116.515	48.3144	
16136	Koppel	Pennsylvania	PA	Beaver	-80.328	40.8348	
76652	Kopperl	Texas	TX	Bosque	-97.5421	32.1035	
24854	Kopperston	West Virginia	WV	Wyoming	-81.575	37.744	
95550	Korbel	California	CA	Humboldt	-123.849	40.7775	
39090	Kosciusko	Mississippi	MS	Attala	-89.5724	33.0446	
65692	Koshkonong	Missouri	MO	Oregon	-91.6304	36.6056	
96944	Kosrae		FM		151.503	7.1383	
76653	Kosse	Texas	TX	Limestone	-96.6195	31.3147	
16331	Kossuth	Pennsylvania	PA	Clarion	-79.5655	41.2926	
99620	Kotlik	Alaska	AK	Wade Hampton (CA)	-163.554	63.0295	
99752	Kotzebue	Alaska	AK	Northwest Arctic	-161.781	66.8653	
77625	Kountze	Texas	TX	Hardin	-94.3259	30.3703	
46347	Kouts	Indiana	IN	Porter	-87.024	41.3091	
99753	Koyuk	Alaska	AK	Nome (CA)	-165.672	64.7556	
99754	Koyukuk	Alaska	AK	Yukon-Koyukuk (CA)	-151.025	65.2264	
70371	Kraemer	Louisiana	LA	Lafourche	-90.5962	29.8652	
54137	Krakow	Wisconsin	WI	Shawano	-88.2593	44.7635	
58748	Kramer	North Dakota	ND	Bottineau	-100.672	48.6867	
57245	Kranzburg	South Dakota	SD	Codington	-96.9174	44.8923	
17833	Kreamer	Pennsylvania	PA	Snyder	-77.0775	40.7627	
74554	Krebs	Oklahoma	OK	Pittsburg	-95.7216	34.9255	
59532	Kremlin	Montana	MT	Hill	-110.051	48.56	
73753	Kremlin	Oklahoma	OK	Garfield	-97.8542	36.5207	
80459	Kremmling	Colorado	CO	Grand	-106.396	40.0632	
18333	Kresgeville	Pennsylvania	PA	Monroe	-75.5074	40.8982	
79052	Kress	Texas	TX	Swisher	-101.737	34.3737	
70750	Krotz Springs	Louisiana	LA	St. Landry	-91.7563	30.5379	
76249	Krum	Texas	TX	Denton	-97.2675	33.2734	
41754	Krypton	Kentucky	KY	Perry	-83.3219	37.3003	
96757	Kualapuu	Hawaii	HI	Maui	-157.028	21.1601	
96790	Kula	Hawaii	HI	Maui	-156.326	20.7534	
58456	Kulm	North Dakota	ND	LaMoure	-98.9427	46.3073	
17834	Kulpmont	Pennsylvania	PA	Northumberland	-76.4744	40.7933	
19443	Kulpsville	Pennsylvania	PA	Montgomery	-75.3439	40.241	
83634	Kuna	Idaho	ID	Ada	-116.382	43.487	
96759	Kunia	Hawaii	HI	Honolulu	-158.064	21.463	
43531	Kunkle	Ohio	OH	Williams	-84.5026	41.634	
18058	Kunkletown	Pennsylvania	PA	Monroe	-75.476	40.8999	
28449	Kure Beach	North Carolina	NC	New Hanover	-77.9099	33.9927	
77862	Kurten	Texas	TX	Brazos	-96.341	30.6521	
71443	Kurthwood	Louisiana	LA	Vernon	-93.3612	31.1019	
96760	Kurtistown	Hawaii	HI	Hawaii	-155.035	19.5693	
47249	Kurtz	Indiana	IN	Jackson	-86.0567	38.898	
42055	Kuttawa	Kentucky	KY	Lyon	-88.1498	37.0619	
19530	Kutztown	Pennsylvania	PA	Berks	-75.7774	40.5214	
99621	Kwethluk	Alaska	AK	Bethel (CA)	-163.119	60.3147	
99622	Kwigillingok	Alaska	AK	Bethel (CA)	-163.119	60.3147	
95720	Kyburz	California	CA	El Dorado	-120.257	38.7825	
86039	Kykotsmovi Village	Arizona	AZ	Navajo	-110.289	35.2857	
57752	Kyle	South Dakota	SD	Shannon	-102.212	43.4394	
78640	Kyle	Texas	TX	Hays	-97.8335	29.9966	
24855	Kyle	West Virginia	WV	McDowell	-81.6539	37.3752	
16847	Kylertown	Pennsylvania	PA	Clearfield	-78.4224	40.9891	
37765	Kyles Ford	Tennessee	TN	Hancock	-83.0507	36.5721	
83123	La Barge	Wyoming	WY	Lincoln	-110.211	42.2473	
63447	La Belle	Missouri	MO	Lewis	-91.9171	40.1164	
15450	La Belle	Pennsylvania	PA	Fayette	-79.9754	39.9983	
78558	La Blanca	Texas	TX	Hidalgo	-98.0335	26.3125	
91012	La Canada Flintridge	California	CA	Los Angeles	-118.299	33.7866	
91011	La Canada Flintridge	California	CA	Los Angeles	-118.205	34.2217	
42056	La Center	Kentucky	KY	Ballard	-88.973	37.083	
98629	La Center	Washington	WA	Clark	-122.624	45.8806	
98257	La Conner	Washington	WA	Skagit	-122.531	48.4093	
78039	La Coste	Texas	TX	Medina	-98.8125	29.3082	
55947	La Crescent	Minnesota	MN	Houston	-91.3263	43.8307	
91224	La Crescenta	California	CA	Los Angeles	-118.299	33.7866	
91214	La Crescenta	California	CA	Los Angeles	-118.246	34.2316	
32658	La Crosse	Florida	FL	Alachua	-82.416	29.8261	
46348	La Crosse	Indiana	IN	LaPorte	-86.8682	41.3157	
67548	La Crosse	Kansas	KS	Rush	-99.3097	38.5311	
23950	La Crosse	Virginia	VA	Mecklenburg	-78.0754	36.6613	
54601	La Crosse	Wisconsin	WI	La Crosse	-91.2175	43.7989	
54603	La Crosse	Wisconsin	WI	La Crosse	-91.2484	43.8487	
54602	La Crosse	Wisconsin	WI	La Crosse	-91.1676	43.9077	
66040	La Cygne	Kansas	KS	Linn	-94.7593	38.3434	
54639	La Farge	Wisconsin	WI	Vernon	-90.6365	43.6	
13656	La Fargeville	New York	NY	Jefferson	-75.9569	44.1987	
30728	La Fayette	Georgia	GA	Walker	-85.2602	34.692	
61449	La Fayette	Illinois	IL	Stark	-89.9575	41.1095	
42254	La Fayette	Kentucky	KY	Christian	-87.6563	36.6582	
13084	La Fayette	New York	NY	Onondaga	-76.1061	42.891	
78559	La Feria	Texas	TX	Cameron	-97.8261	26.1666	
37766	La Follette	Tennessee	TN	Campbell	-84.0907	36.4248	
46940	La Fontaine	Indiana	IN	Wabash	-85.6971	40.6909	
29656	La France	South Carolina	SC	Anderson	-82.7654	34.6252	
97850	La Grande	Oregon	OR	Union	-118.085	45.3304	
98348	La Grande	Washington	WA	Pierce	-122.113	47.0662	
72352	La Grange	Arkansas	AR	Lee	-90.7552	34.7697	
95329	La Grange	California	CA	Stanislaus	-120.385	37.6899	
60525	La Grange	Illinois	IL	Cook	-87.8689	41.7842	
40031	La Grange	Kentucky	KY	Oldham	-85.3928	38.4029	
40032	La Grange	Kentucky	KY	Oldham	-85.4605	38.4046	
63448	La Grange	Missouri	MO	Lewis	-91.5182	40.0391	
28551	La Grange	North Carolina	NC	Lenoir	-77.7686	35.3054	
38046	La Grange	Tennessee	TN	Fayette	-89.3504	35.1049	
78945	La Grange	Texas	TX	Fayette	-96.886	29.904	
60526	La Grange Park	Illinois	IL	Cook	-87.874	41.8318	
90632	La Habra	California	CA	Orange	-117.955	33.9143	
90631	La Habra	California	CA	Orange	-117.949	33.9331	
90633	La Habra	California	CA	Orange	-117.945	33.9345	
61450	La Harpe	Illinois	IL	Hancock	-90.9687	40.5846	
66751	La Harpe	Kansas	KS	Allen	-95.2558	37.9145	
94020	La Honda	California	CA	San Mateo	-122.249	37.2726	
81140	La Jara	Colorado	CO	Conejos	-106.005	37.2907	
87027	La Jara	New Mexico	NM	Sandoval	-106.992	36.1194	
92037	La Jolla	California	CA	San Diego	-117.252	32.8455	
92038	La Jolla	California	CA	San Diego	-116.846	33.0169	
92039	La Jolla	California	CA	San Diego	-116.846	33.0169	
92092	La Jolla	California	CA	San Diego	-116.846	33.0169	
92093	La Jolla	California	CA	San Diego	-116.846	33.0169	
15753	La Jose	Pennsylvania	PA	Clearfield	-78.6514	40.7876	
87028	La Joya	New Mexico	NM	Socorro	-106.815	34.3813	
78560	La Joya	Texas	TX	Hidalgo	-98.4747	26.2426	
81050	La Junta	Colorado	CO	Otero	-103.664	37.9546	
87724	La Loma	New Mexico	NM	Guadalupe	-105.077	35.1734	
88337	La Luz	New Mexico	NM	Otero	-105.953	32.9774	
87539	La Madera	New Mexico	NM	Rio Arriba	-106.578	36.4654	
77568	La Marque	Texas	TX	Galveston	-94.9742	29.3676	
91941	La Mesa	California	CA	San Diego	-117.011	32.7604	
91942	La Mesa	California	CA	San Diego	-117.019	32.7835	
91943	La Mesa	California	CA	San Diego	-116.846	33.0169	
91944	La Mesa	California	CA	San Diego	-116.846	33.0169	
88044	La Mesa	New Mexico	NM	Doña Ana	-106.8	32.1383	
90637	La Mirada	California	CA	Los Angeles	-118.299	33.7866	
90639	La Mirada	California	CA	Los Angeles	-118.018	33.9058	
90638	La Mirada	California	CA	Los Angeles	-118.01	33.9067	
61330	La Moille	Illinois	IL	Bureau	-89.297	41.5376	
65337	La Monte	Missouri	MO	Pettis	-93.4313	38.7753	
52054	La Motte	Iowa	IA	Jackson	-90.6177	42.3044	
90623	La Palma	California	CA	Orange	-118.04	33.8491	
97739	La Pine	Oregon	OR	Deschutes	-121.519	43.7091	
61936	La Place	Illinois	IL	Piatt	-88.7272	39.7983	
70068	La Place	Louisiana	LA	St. John the Baptist	-90.4895	30.0777	
70069	La Place	Louisiana	LA	St. John the Baptist	-90.4832	30.0912	
20646	La Plata	Maryland	MD	Charles	-76.9865	38.5257	
63549	La Plata	Missouri	MO	Macon	-92.5077	40.0208	
87418	La Plata	New Mexico	NM	San Juan	-108.179	36.9576	
18440	La Plume	Pennsylvania	PA	Lackawanna	-75.7676	41.5516	
54850	La Pointe	Wisconsin	WI	Ashland	-90.6036	46.8467	
46352	La Porte	Indiana	IN	LaPorte	-86.7099	41.499	
46350	La Porte	Indiana	IN	LaPorte	-86.7077	41.5994	
77571	La Porte	Texas	TX	Harris	-95.0513	29.6884	
77572	La Porte	Texas	TX	Harris	-95.4342	29.834	
50651	La Porte City	Iowa	IA	Black Hawk	-92.1862	42.3416	
62346	La Prairie	Illinois	IL	Adams	-90.9844	40.1572	
78872	La Pryor	Texas	TX	Zavala	-99.8507	28.9488	
91747	La Puente	California	CA	Los Angeles	-118.299	33.7866	
91749	La Puente	California	CA	Los Angeles	-118.299	33.7866	
91744	La Puente	California	CA	Los Angeles	-117.937	34.0289	
91746	La Puente	California	CA	Los Angeles	-117.986	34.0443	
98350	La Push	Washington	WA	Clallam	-124.626	47.9052	
92253	La Quinta	California	CA	Riverside	-116.308	33.6685	
92247	La Quinta	California	CA		-116.295	33.6736	
92248	La Quinta	California	CA		-116.295	33.6736	
61541	La Rose	Illinois	IL	Marshall	-89.2269	41.0063	
43332	La Rue	Ohio	OH	Marion	-83.3734	40.5789	
64848	La Russell	Missouri	MO	Jasper	-94.0329	37.1739	
84530	La Sal	Utah	UT	San Juan	-110.227	37.7489	
80645	La Salle	Colorado	CO	Weld	-104.727	40.3211	
61301	La Salle	Illinois	IL	La Salle	-89.0955	41.3442	
48145	La Salle	Michigan	MI	Monroe	-83.4715	41.8585	
56056	La Salle	Minnesota	MN	Watonwan	-94.5795	44.0727	
77969	La Salle	Texas	TX	Jackson	-96.6492	28.7671	
53941	La Valle	Wisconsin	WI	Sauk	-90.128	43.5699	
37089	La Vergne	Tennessee	TN	Rutherford	-86.421	35.8596	
37086	La Vergne	Tennessee	TN	Rutherford	-86.56	36.0127	
84745	La Verkin	Utah	UT	Washington	-113.245	37.2316	
91750	La Verne	California	CA	Los Angeles	-117.771	34.1159	
78121	La Vernia	Texas	TX	Wilson	-98.113	29.3509	
81055	La Veta	Colorado	CO	Huerfano	-105.058	37.5117	
78562	La Villa	Texas	TX	Hidalgo	-97.9247	26.2999	
68128	La Vista	Nebraska	NE	Sarpy	-96.0658	41.1814	
77970	La Ward	Texas	TX	Jackson	-96.4135	28.8381	
63055	Labadie	Missouri	MO	Franklin	-90.877	38.52	
70372	Labadieville	Louisiana	LA	Assumption	-90.9613	29.8345	
70751	Labarre	Louisiana	LA	Pointe Coupee	-91.5663	30.7513	
33935	Labelle	Florida	FL	Hendry	-81.434	26.7321	
33975	Labelle	Florida	FL	Hendry	-81.4388	26.7633	
57246	Labolt	South Dakota	SD	Grant	-96.6892	45.0415	
54538	Lac Du Flambeau	Wisconsin	WI	Vilas	-89.8901	45.9718	
71444	Lacamp	Louisiana	LA	Vernon	-93.1049	31.1202	
43439	Lacarne	Ohio	OH	Ottawa	-83.0413	41.5181	
70650	Lacassine	Louisiana	LA	Jefferson Davis	-92.9232	30.2374	
98509	Lacey	Washington	WA	Thurston	-122.702	46.9781	
98503	Lacey	Washington	WA	Thurston	-122.783	47.024	
22833	Lacey Spring	Virginia	VA	Rockingham	-78.8552	38.5284	
35754	Laceys Spring	Alabama	AL	Morgan	-86.6129	34.4996	
18623	Laceyville	Pennsylvania	PA	Wyoming	-76.1426	41.6662	
49753	Lachine	Michigan	MI	Alpena	-83.7491	45.0429	
18435	Lackawaxen	Pennsylvania	PA	Pike	-75.0094	41.4754	
41643	Lackey	Kentucky	KY	Floyd	-82.8294	37.471	
23694	Lackey	Virginia	VA	York	-76.559	37.2232	
83841	Laclede	Idaho	ID	Bonner	-116.825	48.1791	
64651	Laclede	Missouri	MO	Linn	-93.168	39.7837	
70445	Lacombe	Louisiana	LA	St. Tammany	-89.9297	30.322	
61540	Lacon	Illinois	IL	Marshall	-89.4008	41.0216	
50139	Lacona	Iowa	IA	Warren	-93.3838	41.1988	
13083	Lacona	New York	NY	Oswego	-76.0503	43.6429	
47135	Laconia	Indiana	IN	Harrison	-86.0844	38.0527	
3246	Laconia	New Hampshire	NH	Belknap	-71.4781	43.5727	
3247	Laconia	New Hampshire	NH	Belknap	-71.4455	43.589	
38045	Laconia	Tennessee	TN	Fayette	-89.2322	35.2904	
33537	Lacoochee	Florida	FL	Pasco	-82.4818	28.3248	
49063	Lacota	Michigan	MI	Van Buren	-86.2099	42.3936	
99143	Lacrosse	Washington	WA	Whitman	-117.77	46.7717	
61329	Ladd	Illinois	IL	Bureau	-89.2038	41.3795	
63352	Laddonia	Missouri	MO	Audrain	-91.6893	39.2593	
92694	Ladera Ranch	California	CA	Orange	-117.624	33.5472	
21759	Ladiesburg	Maryland	MD	Frederick	-77.2905	39.5694	
47954	Ladoga	Indiana	IN	Montgomery	-86.8031	39.9132	
75449	Ladonia	Texas	TX	Fannin	-95.9455	33.4245	
52251	Ladora	Iowa	IA	Iowa	-92.1873	41.7564	
29456	Ladson	South Carolina	SC	Berkeley	-80.1257	32.993	
32158	Lady Lake	Florida	FL	Lake	-81.6536	28.8111	
32159	Lady Lake	Florida	FL	Lake	-81.9256	28.9299	
32162	Lady Lake	Florida	FL	Sumter	-81.9971	28.9471	
29907	Ladys Island	South Carolina	SC	Beaufort	-80.6003	32.4541	
22501	Ladysmith	Virginia	VA	Caroline	-77.5593	38.0159	
54848	Ladysmith	Wisconsin	WI	Rusk	-91.1088	45.4719	
36862	Lafayette	Alabama	AL	Chambers	-85.4426	32.9252	
94549	Lafayette	California	CA	Contra Costa	-122.112	37.8961	
80026	Lafayette	Colorado	CO	Boulder	-105.096	39.998	
47903	Lafayette	Indiana	IN	Tippecanoe	-86.8245	40.3044	
47909	Lafayette	Indiana	IN	Tippecanoe	-86.8881	40.3228	
47902	Lafayette	Indiana	IN	Tippecanoe	-86.8949	40.3887	
47905	Lafayette	Indiana	IN	Tippecanoe	-86.8602	40.4001	
47901	Lafayette	Indiana	IN	Tippecanoe	-86.8884	40.4177	
47904	Lafayette	Indiana	IN	Tippecanoe	-86.8735	40.4276	
70509	Lafayette	Louisiana	LA	Lafayette	-92	30.1565	
70508	Lafayette	Louisiana	LA	Lafayette	-92.0236	30.1582	
70503	Lafayette	Louisiana	LA	Lafayette	-92.0497	30.1843	
70505	Lafayette	Louisiana	LA	Lafayette	-92.0188	30.2023	
70506	Lafayette	Louisiana	LA	Lafayette	-92.0656	30.2077	
70593	Lafayette	Louisiana	LA	Lafayette	-92.0951	30.2081	
70596	Lafayette	Louisiana	LA	Lafayette	-92.0951	30.2081	
70598	Lafayette	Louisiana	LA	Lafayette	-92.0951	30.2081	
70504	Lafayette	Louisiana	LA	Lafayette	-92.0187	30.2138	
70595	Lafayette	Louisiana	LA		-92.0218	30.2259	
70501	Lafayette	Louisiana	LA	Lafayette	-92.0083	30.2361	
70507	Lafayette	Louisiana	LA	Lafayette	-92.016	30.2813	
70502	Lafayette	Louisiana	LA	Lafayette	-92.027	30.3198	
56054	Lafayette	Minnesota	MN	Nicollet	-94.4365	44.4073	
7848	Lafayette	New Jersey	NJ	Sussex	-74.6912	41.0761	
45854	Lafayette	Ohio	OH	Allen	-83.9499	40.7582	
97127	Lafayette	Oregon	OR	Yamhill	-123.111	45.2466	
37083	Lafayette	Tennessee	TN	Macon	-86.0242	36.539	
19444	Lafayette Hill	Pennsylvania	PA	Montgomery	-75.2601	40.0896	
72436	Lafe	Arkansas	AR	Greene	-90.4811	36.2359	
43951	Lafferty	Ohio	OH	Belmont	-81.0102	40.111	
70067	Lafitte	Louisiana	LA	Jefferson	-90.1052	29.7143	
60147	Lafox	Illinois	IL	Kane	-88.4202	41.937	
30240	Lagrange	Georgia	GA	Troup	-85.0739	33.0243	
30241	Lagrange	Georgia	GA	Troup	-84.9577	33.0249	
30261	Lagrange	Georgia	GA	Troup	-85.049	33.0457	
